"No.","Time","Source","Destination","Protocol","Length","Info"
"11754","339.551039","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23521 Ack=20913 Win=19669 Len=12"
"11755","339.554939","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   502; Unit:   1, Func:   1: Read Coils"
"11756","339.557383","10.10.10.10","10.10.20.30","TCP","68","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=20913 Ack=23533 Win=502 Len=10"
"11757","339.601878","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=23533 Ack=20923 Win=19659 Len=0"
"11758","339.604949","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 11757#1] 64279  >  502 [ACK] Seq=23533 Ack=20923 Win=19659 Len=0"
"11759","339.724084","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   503; Unit:   1, Func:   4: Read Input Registers"
"11760","339.727651","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23533 Ack=20923 Win=19659 Len=12"
"11761","339.731005","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   503; Unit:   1, Func:   4: Read Input Registers"
"11762","339.733541","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=20923 Ack=23545 Win=502 Len=11"
"11763","339.782033","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=23545 Ack=20934 Win=19648 Len=0"
"11764","339.784171","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 11763#1] 64279  >  502 [ACK] Seq=23545 Ack=20934 Win=19648 Len=0"
"11765","339.897151","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   504; Unit:   1, Func:   3: Read Holding Registers"
"11766","339.899007","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23545 Ack=20934 Win=19648 Len=12"
"11767","339.901471","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   504; Unit:   1, Func:   3: Read Holding Registers"
"11768","339.905210","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=20934 Ack=23557 Win=502 Len=11"
"11769","339.952125","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=23557 Ack=20945 Win=19637 Len=0"
"11770","339.954199","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 11769#1] 64279  >  502 [ACK] Seq=23557 Ack=20945 Win=19637 Len=0"
"11771","340.071719","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   505; Unit:   1, Func:   1: Read Coils"
"11772","340.074436","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23557 Ack=20945 Win=19637 Len=12"
"11773","340.076078","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   505; Unit:   1, Func:   1: Read Coils"
"11774","340.078748","10.10.10.10","10.10.20.30","TCP","68","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=20945 Ack=23569 Win=502 Len=10"
"11775","340.126264","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=23569 Ack=20955 Win=19627 Len=0"
"11776","340.128577","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 11775#1] 64279  >  502 [ACK] Seq=23569 Ack=20955 Win=19627 Len=0"
"11777","340.253555","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   506; Unit:   1, Func:   4: Read Input Registers"
"11778","340.256870","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23569 Ack=20955 Win=19627 Len=12"
"11779","340.260076","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   506; Unit:   1, Func:   4: Read Input Registers"
"11780","340.262379","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=20955 Ack=23581 Win=502 Len=11"
"11781","340.320443","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=23581 Ack=20966 Win=19616 Len=0"
"11782","340.323491","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 11781#1] 64279  >  502 [ACK] Seq=23581 Ack=20966 Win=19616 Len=0"
"11783","340.432459","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   507; Unit:   1, Func:   3: Read Holding Registers"
"11784","340.434146","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23581 Ack=20966 Win=19616 Len=12"
"11785","340.437409","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   507; Unit:   1, Func:   3: Read Holding Registers"
"11786","340.439141","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=20966 Ack=23593 Win=502 Len=11"
"11787","340.485915","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=23593 Ack=20977 Win=19605 Len=0"
"11788","340.488855","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 11787#1] 64279  >  502 [ACK] Seq=23593 Ack=20977 Win=19605 Len=0"
"11789","340.602496","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   508; Unit:   1, Func:   1: Read Coils"
"11790","340.604558","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23593 Ack=20977 Win=19605 Len=12"
"11791","340.608716","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   508; Unit:   1, Func:   1: Read Coils"
"11792","340.611168","10.10.10.10","10.10.20.30","TCP","68","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=20977 Ack=23605 Win=502 Len=10"
"11793","340.668709","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=23605 Ack=20987 Win=19595 Len=0"
"11794","340.670707","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 11793#1] 64279  >  502 [ACK] Seq=23605 Ack=20987 Win=19595 Len=0"
"11795","340.774480","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   509; Unit:   1, Func:   4: Read Input Registers"
"11796","340.776491","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23605 Ack=20987 Win=19595 Len=12"
"11797","340.779559","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   509; Unit:   1, Func:   4: Read Input Registers"
"11798","340.781423","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=20987 Ack=23617 Win=502 Len=11"
"11799","340.827640","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=23617 Ack=20998 Win=19584 Len=0"
"11800","340.829455","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 11799#1] 64279  >  502 [ACK] Seq=23617 Ack=20998 Win=19584 Len=0"
"11801","340.955940","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   510; Unit:   1, Func:   3: Read Holding Registers"
"11802","340.959880","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23617 Ack=20998 Win=19584 Len=12"
"11803","340.962415","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   510; Unit:   1, Func:   3: Read Holding Registers"
"11804","340.964434","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=20998 Ack=23629 Win=502 Len=11"
"11805","341.016282","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=23629 Ack=21009 Win=19573 Len=0"
"11806","341.017754","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 11805#1] 64279  >  502 [ACK] Seq=23629 Ack=21009 Win=19573 Len=0"
"11807","341.133175","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   511; Unit:   1, Func:   1: Read Coils"
"11808","341.134678","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23629 Ack=21009 Win=19573 Len=12"
"11809","341.137401","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   511; Unit:   1, Func:   1: Read Coils"
"11810","341.139886","10.10.10.10","10.10.20.30","TCP","68","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=21009 Ack=23641 Win=502 Len=10"
"11811","341.184836","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=23641 Ack=21019 Win=19563 Len=0"
"11812","341.188203","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 11811#1] 64279  >  502 [ACK] Seq=23641 Ack=21019 Win=19563 Len=0"
"11813","341.299424","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   256; Unit:   1, Func:   4: Read Input Registers"
"11814","341.301760","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23641 Ack=21019 Win=19563 Len=12"
"11815","341.304121","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   256; Unit:   1, Func:   4: Read Input Registers"
"11816","341.307618","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=21019 Ack=23653 Win=502 Len=11"
"11817","341.355693","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=23653 Ack=21030 Win=19552 Len=0"
"11818","341.357771","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 11817#1] 64279  >  502 [ACK] Seq=23653 Ack=21030 Win=19552 Len=0"
"11819","341.478146","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   257; Unit:   1, Func:   3: Read Holding Registers"
"11820","341.479803","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23653 Ack=21030 Win=19552 Len=12"
"11821","341.482980","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   257; Unit:   1, Func:   3: Read Holding Registers"
"11822","341.486080","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=21030 Ack=23665 Win=502 Len=11"
"11823","341.534521","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=23665 Ack=21041 Win=19541 Len=0"
"11824","341.536953","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 11823#1] 64279  >  502 [ACK] Seq=23665 Ack=21041 Win=19541 Len=0"
"11825","341.647113","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   258; Unit:   1, Func:   1: Read Coils"
"11826","341.649316","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23665 Ack=21041 Win=19541 Len=12"
"11827","341.652074","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   258; Unit:   1, Func:   1: Read Coils"
"11828","341.653927","10.10.10.10","10.10.20.30","TCP","68","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=21041 Ack=23677 Win=502 Len=10"
"11829","341.699955","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=23677 Ack=21051 Win=19531 Len=0"
"11830","341.701664","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 11829#1] 64279  >  502 [ACK] Seq=23677 Ack=21051 Win=19531 Len=0"
"11831","341.830010","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   259; Unit:   1, Func:   4: Read Input Registers"
"11832","341.832824","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23677 Ack=21051 Win=19531 Len=12"
"11833","341.834987","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   259; Unit:   1, Func:   4: Read Input Registers"
"11834","341.836137","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=21051 Ack=23689 Win=502 Len=11"
"11835","341.882066","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=23689 Ack=21062 Win=19520 Len=0"
"11836","341.884014","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 11835#1] 64279  >  502 [ACK] Seq=23689 Ack=21062 Win=19520 Len=0"
"11837","342.009371","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   260; Unit:   1, Func:   3: Read Holding Registers"
"11838","342.011381","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23689 Ack=21062 Win=19520 Len=12"
"11839","342.013096","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   260; Unit:   1, Func:   3: Read Holding Registers"
"11840","342.015655","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=21062 Ack=23701 Win=502 Len=11"
"11841","342.059516","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=23701 Ack=21073 Win=19509 Len=0"
"11842","342.061609","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 11841#1] 64279  >  502 [ACK] Seq=23701 Ack=21073 Win=19509 Len=0"
"11843","342.179475","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   261; Unit:   1, Func:   1: Read Coils"
"11844","342.181793","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23701 Ack=21073 Win=19509 Len=12"
"11845","342.184505","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   261; Unit:   1, Func:   1: Read Coils"
"11846","342.186181","10.10.10.10","10.10.20.30","TCP","68","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=21073 Ack=23713 Win=502 Len=10"
"11847","342.245105","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=23713 Ack=21083 Win=19499 Len=0"
"11848","342.246629","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 11847#1] 64279  >  502 [ACK] Seq=23713 Ack=21083 Win=19499 Len=0"
"11849","342.349981","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   262; Unit:   1, Func:   4: Read Input Registers"
"11850","342.353317","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23713 Ack=21083 Win=19499 Len=12"
"11851","342.356522","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   262; Unit:   1, Func:   4: Read Input Registers"
"11852","342.360295","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=21083 Ack=23725 Win=502 Len=11"
"11853","342.408436","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=23725 Ack=21094 Win=19488 Len=0"
"11854","342.409927","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 11853#1] 64279  >  502 [ACK] Seq=23725 Ack=21094 Win=19488 Len=0"
"11855","342.520338","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   263; Unit:   1, Func:   3: Read Holding Registers"
"11856","342.522505","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23725 Ack=21094 Win=19488 Len=12"
"11857","342.525519","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   263; Unit:   1, Func:   3: Read Holding Registers"
"11858","342.528120","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=21094 Ack=23737 Win=502 Len=11"
"11859","342.578105","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=23737 Ack=21105 Win=19477 Len=0"
"11860","342.579562","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 11859#1] 64279  >  502 [ACK] Seq=23737 Ack=21105 Win=19477 Len=0"
"11861","342.695767","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   264; Unit:   1, Func:   1: Read Coils"
"11862","342.698170","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23737 Ack=21105 Win=19477 Len=12"
"11863","342.700918","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   264; Unit:   1, Func:   1: Read Coils"
"11864","342.702561","10.10.10.10","10.10.20.30","TCP","68","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=21105 Ack=23749 Win=502 Len=10"
"11865","342.758770","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=23749 Ack=21115 Win=19467 Len=0"
"11866","342.760743","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 11865#1] 64279  >  502 [ACK] Seq=23749 Ack=21115 Win=19467 Len=0"
"11867","342.865828","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   265; Unit:   1, Func:   4: Read Input Registers"
"11868","342.869223","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23749 Ack=21115 Win=19467 Len=12"
"11869","342.871523","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   265; Unit:   1, Func:   4: Read Input Registers"
"11870","342.873612","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=21115 Ack=23761 Win=502 Len=11"
"11871","342.917434","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=23761 Ack=21126 Win=19456 Len=0"
"11872","342.919775","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 11871#1] 64279  >  502 [ACK] Seq=23761 Ack=21126 Win=19456 Len=0"
"11873","343.045310","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   266; Unit:   1, Func:   3: Read Holding Registers"
"11874","343.047625","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23761 Ack=21126 Win=19456 Len=12"
"11875","343.048805","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   266; Unit:   1, Func:   3: Read Holding Registers"
"11876","343.050962","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=21126 Ack=23773 Win=502 Len=11"
"11877","343.097429","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=23773 Ack=21137 Win=19445 Len=0"
"11878","343.099330","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 11877#1] 64279  >  502 [ACK] Seq=23773 Ack=21137 Win=19445 Len=0"
"11879","343.225150","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   267; Unit:   1, Func:   1: Read Coils"
"11880","343.228322","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23773 Ack=21137 Win=19445 Len=12"
"11881","343.231662","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   267; Unit:   1, Func:   1: Read Coils"
"11882","343.233675","10.10.10.10","10.10.20.30","TCP","68","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=21137 Ack=23785 Win=502 Len=10"
"11883","343.290871","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=23785 Ack=21147 Win=19435 Len=0"
"11884","343.294492","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 11883#1] 64279  >  502 [ACK] Seq=23785 Ack=21147 Win=19435 Len=0"
"11885","343.394759","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   268; Unit:   1, Func:   4: Read Input Registers"
"11886","343.396934","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23785 Ack=21147 Win=19435 Len=12"
"11887","343.400561","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   268; Unit:   1, Func:   4: Read Input Registers"
"11888","343.402936","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=21147 Ack=23797 Win=502 Len=11"
"11889","343.451890","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=23797 Ack=21158 Win=19424 Len=0"
"11890","343.454988","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 11889#1] 64279  >  502 [ACK] Seq=23797 Ack=21158 Win=19424 Len=0"
"11891","343.565008","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   269; Unit:   1, Func:   3: Read Holding Registers"
"11892","343.567635","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23797 Ack=21158 Win=19424 Len=12"
"11893","343.570643","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   269; Unit:   1, Func:   3: Read Holding Registers"
"11894","343.573259","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=21158 Ack=23809 Win=502 Len=11"
"11895","343.618764","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=23809 Ack=21169 Win=19413 Len=0"
"11896","343.621031","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 11895#1] 64279  >  502 [ACK] Seq=23809 Ack=21169 Win=19413 Len=0"
"11897","343.730089","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   270; Unit:   1, Func:   1: Read Coils"
"11898","343.731788","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23809 Ack=21169 Win=19413 Len=12"
"11899","343.732956","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   270; Unit:   1, Func:   1: Read Coils"
"11900","343.736261","10.10.10.10","10.10.20.30","TCP","68","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=21169 Ack=23821 Win=502 Len=10"
"11901","343.780127","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=23821 Ack=21179 Win=19403 Len=0"
"11902","343.781495","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 11901#1] 64279  >  502 [ACK] Seq=23821 Ack=21179 Win=19403 Len=0"
"11903","343.902845","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   271; Unit:   1, Func:   4: Read Input Registers"
"11904","343.905831","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23821 Ack=21179 Win=19403 Len=12"
"11905","343.908748","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   271; Unit:   1, Func:   4: Read Input Registers"
"11906","343.911212","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=21179 Ack=23833 Win=502 Len=11"
"11907","343.967132","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=23833 Ack=21190 Win=19392 Len=0"
"11908","343.968595","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 11907#1] 64279  >  502 [ACK] Seq=23833 Ack=21190 Win=19392 Len=0"
"11909","344.071470","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   272; Unit:   1, Func:   3: Read Holding Registers"
"11910","344.075429","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23833 Ack=21190 Win=19392 Len=12"
"11911","344.078720","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   272; Unit:   1, Func:   3: Read Holding Registers"
"11912","344.081083","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=21190 Ack=23845 Win=502 Len=11"
"11913","344.123890","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=23845 Ack=21201 Win=19381 Len=0"
"11914","344.127357","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 11913#1] 64279  >  502 [ACK] Seq=23845 Ack=21201 Win=19381 Len=0"
"11915","344.257336","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   273; Unit:   1, Func:   1: Read Coils"
"11916","344.260506","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23845 Ack=21201 Win=19381 Len=12"
"11917","344.263069","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   273; Unit:   1, Func:   1: Read Coils"
"11918","344.265224","10.10.10.10","10.10.20.30","TCP","68","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=21201 Ack=23857 Win=502 Len=10"
"11919","344.309330","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=23857 Ack=21211 Win=19371 Len=0"
"11920","344.311131","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 11919#1] 64279  >  502 [ACK] Seq=23857 Ack=21211 Win=19371 Len=0"
"11921","344.427527","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   274; Unit:   1, Func:   4: Read Input Registers"
"11922","344.430132","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23857 Ack=21211 Win=19371 Len=12"
"11923","344.432193","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   274; Unit:   1, Func:   4: Read Input Registers"
"11924","344.434412","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=21211 Ack=23869 Win=502 Len=11"
"11925","344.484367","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=23869 Ack=21222 Win=19360 Len=0"
"11926","344.485970","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 11925#1] 64279  >  502 [ACK] Seq=23869 Ack=21222 Win=19360 Len=0"
"11927","344.596442","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   275; Unit:   1, Func:   3: Read Holding Registers"
"11928","344.597931","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23869 Ack=21222 Win=19360 Len=12"
"11929","344.599663","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   275; Unit:   1, Func:   3: Read Holding Registers"
"11930","344.603696","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=21222 Ack=23881 Win=502 Len=11"
"11931","344.653934","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=23881 Ack=21233 Win=19349 Len=0"
"11932","344.660569","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 11931#1] 64279  >  502 [ACK] Seq=23881 Ack=21233 Win=19349 Len=0"
"11933","344.773727","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   276; Unit:   1, Func:   1: Read Coils"
"11934","344.776722","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=23881 Ack=21233 Win=19349 Len=12"
"11935","344.781389","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   276; Unit:   1, Func:   1: Read Coils"
